,repo_name,star,fork,watch,issue,tags,description,contributers,license,repo_url,most_used_lang
1254,audited,2869,567,2869,150,[],Audited (formerly acts_as_audited) is an ORM extension that logs all changes to your Rails models.,30,mit,https://github.com/collectiveidea/audited.git,Ruby
1255,awesome-backup,33,3,33,0,[],Rails plugin that provides Rake and Capistrano tasks for making database backups,2,,https://github.com/collectiveidea/awesome-backup.git,Ruby
1256,awesomeness,46,3,46,0,[],Collective Idea's Awesomeness.  A collection of useful Rails bits and pieces.,4,,https://github.com/collectiveidea/awesomeness.git,Ruby
1257,awesome_nested_set,2230,482,2230,4,[],An awesome replacement for acts_as_nested_set and better_nested_set.,30,mit,https://github.com/collectiveidea/awesome_nested_set.git,Ruby
1258,bender,8,3,8,1,[],,8,mit,https://github.com/collectiveidea/bender.git,Ruby
1259,BTExample,0,1,0,0,[],,1,,https://github.com/collectiveidea/BTExample.git,Swift
1260,build-test,1,0,1,0,[],Stupid simple way to test a continuous integration build server.,2,,https://github.com/collectiveidea/build-test.git,Shell
1261,buildlight,6,4,6,10,"['travis-ci', 'circle-ci', 'stoplight', 'heroku-ci']","Aggregating webhooks from multiple build services (Travis, Circle, Heroku) to power the stoplight in our office.",6,mit,https://github.com/collectiveidea/buildlight.git,Ruby
1262,caldav,39,9,39,0,[],A Ruby CalDAV client,3,,https://github.com/collectiveidea/caldav.git,Ruby
1263,calendar_builder,42,6,42,1,[],,2,,https://github.com/collectiveidea/calendar_builder.git,Ruby
1264,capybara-ui,6,0,6,1,[],"Page objects for readable, resilient acceptance tests",2,mit,https://github.com/collectiveidea/capybara-ui.git,Ruby
1265,chat,7,3,7,0,[],An example chat application,1,,https://github.com/collectiveidea/chat.git,Ruby
1266,clear_empty_attributes,9,5,9,0,[],"When Active Record objects are saved from a form, empty fields are saved as empty strings instead of nil.  This kills most validations.",2,,https://github.com/collectiveidea/clear_empty_attributes.git,Ruby
1267,cms,0,1,0,0,[],"Craft is a flexible, user-friendly CMS for creating custom digital experiences on the web and beyond.",30,other,https://github.com/collectiveidea/cms.git,
1268,coderay,0,0,0,0,[],"Fast and easy syntax highlighting for selected languages, written in Ruby.",12,other,https://github.com/collectiveidea/coderay.git,Ruby
