,repo_name,star,fork,watch,issue,tags,description,contributers,license,repo_url,most_used_lang
0,30daysoflaptops.github.io,7,2,7,0,[],,1,,https://github.com/mojombo/30daysoflaptops.github.io.git,CSS
1,asteroids,93,13,93,3,[],"Destroy your Atom editor, Asteroids style!",2,other,https://github.com/mojombo/asteroids.git,JavaScript
2,benbalter.github.com,5,6,5,0,[],The personal website of Ben Balter. Built using Jekyll and GitHub Pages. See humans.txt for more infos.,30,,https://github.com/mojombo/benbalter.github.com.git,CSS
3,bert,199,67,199,11,[],BERT (Binary ERlang Term) serialization library for Ruby.,9,mit,https://github.com/mojombo/bert.git,Ruby
4,bert.erl,94,51,94,6,[],Erlang BERT encoder/decoder,1,mit,https://github.com/mojombo/bert.erl.git,Erlang
5,bertrpc,157,30,157,0,[],BERTRPC is a Ruby BERT-RPC client library.,6,mit,https://github.com/mojombo/bertrpc.git,Ruby
6,bower,4,3,4,0,[],A package manager for the web,19,mit,https://github.com/mojombo/bower.git,JavaScript
7,chronic,3101,458,3101,146,[],Chronic is a pure Ruby natural language date parser.,30,mit,https://github.com/mojombo/chronic.git,Ruby
8,clippy,953,180,953,24,[],Clippy is a very simple Flash widget that makes it possible to place arbitrary text onto the client's clipboard.,1,mit,https://github.com/mojombo/clippy.git,
9,conceptual_algorithms,4,2,4,0,[],,1,,https://github.com/mojombo/conceptual_algorithms.git,
10,cubesixel,22,3,22,1,[],A pixel font (native size 7x7) I made in a different life,1,mit,https://github.com/mojombo/cubesixel.git,
11,docz-website,1,0,1,0,[],,24,,https://github.com/mojombo/docz-website.git,TypeScript
12,egitd,109,17,109,1,[],The Erlang git-daemon,1,mit,https://github.com/mojombo/egitd.git,Erlang
13,endo,3,2,3,0,[],Test repo for talk.,2,,https://github.com/mojombo/endo.git,
14,erlang_pipe,19,3,19,0,[],A pipe implementation in pure Erlang,1,,https://github.com/mojombo/erlang_pipe.git,Erlang
15,erlectricity,339,47,339,4,[],Erlectricity exposes Ruby to Erlang and vice versa.,6,mit,https://github.com/mojombo/erlectricity.git,Ruby
16,erlectricity-presentation,4,4,4,0,[],,1,,https://github.com/mojombo/erlectricity-presentation.git,
17,erlenmeyer,7,0,7,0,[],A binding between erlang and mzscheme.,1,,https://github.com/mojombo/erlenmeyer.git,Scheme
18,ernie,451,54,451,9,[],Ernie is an Erlang/Ruby BERT-RPC Server.,5,mit,https://github.com/mojombo/ernie.git,Erlang
19,eventmachine,10,4,10,0,[],"EventMachine: fast, simple event-processing library for Ruby programs",12,,https://github.com/mojombo/eventmachine.git,Ruby
20,fakegem,3,1,3,0,[],This is a fake gem so I can test GitHub's gem building when I need to,1,mit,https://github.com/mojombo/fakegem.git,Ruby
21,fixture-scenarios,17,13,17,1,[],This plugin allows you to create 'scenarios' which are collections of fixtures and ruby files that represent a context against which you can run tests.,1,mit,https://github.com/mojombo/fixture-scenarios.git,Ruby
22,git,10,5,10,0,[],"GitHub mirror of the publicly available git repo, updated hourly.  It's here so we can use the collaboration tools of GitHub. Updates ONLY from git public repo.  If you want changes pulled, contact the git team, not me.",30,other,https://github.com/mojombo/git.git,C
23,git-bzr,7,1,7,0,[],A bidirectional Git - Bazaar gateway,1,,https://github.com/mojombo/git-bzr.git,
24,github-flavored-markdown,183,90,183,36,[],GitHub's Flavor of Markdown,1,,https://github.com/mojombo/github-flavored-markdown.git,
25,github-gem,5,0,5,0,[],The official `github` command line helper for simplifying your GitHub experience.,12,mit,https://github.com/mojombo/github-gem.git,Ruby
26,glowstick,29,11,29,1,[],"A realtime, OpenGL graphing library for Ruby",1,,https://github.com/mojombo/glowstick.git,Ruby
27,god,2170,493,2170,116,[],Ruby process monitor,30,mit,https://github.com/mojombo/god.git,Ruby
28,gollum-demo,74,215,74,3,[],Gollum test repo,1,,https://github.com/mojombo/gollum-demo.git,Perl
29,grit,1927,527,1927,26,[],**Grit is no longer maintained. Check out libgit2/rugged.** Grit gives you object oriented read/write access to Git repositories via Ruby.,30,mit,https://github.com/mojombo/grit.git,Ruby
30,abbot-from-scratch,8,4,8,1,[],,3,,https://github.com/wycats/abbot-from-scratch.git,Ruby
31,abbot-ng,2,2,2,0,[],a place to store my in-progress work on the redone SproutCore build tools,1,,https://github.com/wycats/abbot-ng.git,Ruby
32,activerecord-import,2,1,2,0,[],Extraction of the ActiveRecord::Base#import functionality from ar-extensions for Rails 3 and beyon,8,,https://github.com/wycats/activerecord-import.git,Ruby
33,active_params,7,1,7,0,[],,1,mit,https://github.com/wycats/active_params.git,
34,agendas,0,1,0,0,[],TC39 meeting agendas,20,,https://github.com/wycats/agendas.git,
35,alexandria,10,2,10,0,[],Ruby bindings to the Google Data API,1,,https://github.com/wycats/alexandria.git,Ruby
36,allocation_counter,7,2,7,0,[],,1,mit,https://github.com/wycats/allocation_counter.git,Ruby
37,argon,12,1,12,5,[],,1,,https://github.com/wycats/argon.git,Rust
38,argon-example,1,0,1,0,[],,1,,https://github.com/wycats/argon-example.git,
39,artifice,215,15,215,12,[],Replaces Net::HTTP with a subclass that routes all requests to a Rack application,6,mit,https://github.com/wycats/artifice.git,Ruby
40,asdf,33,5,33,3,[],Make the current directory available on port 9292,1,,https://github.com/wycats/asdf.git,Ruby
41,at-media,3,1,3,0,[],The code from my @media talk,1,,https://github.com/wycats/at-media.git,
42,atom-pain-split,0,1,0,0,[],"Adds additional pane-splitting commands to your favorite editor, provided your favorite editor is Atom.",3,agpl-3.0,https://github.com/wycats/atom-pain-split.git,CoffeeScript
43,bench-backburner,0,0,0,0,[],Benchmark backburner,2,,https://github.com/wycats/bench-backburner.git,TypeScript
44,benchwarmer,31,5,31,0,[],Prettier Benchmarking for Ruby,2,mit,https://github.com/wycats/benchwarmer.git,Ruby
45,blue-ridge,21,1,21,0,[],JavaScript BDD Rails Plugin (using Screw.Unit &amp; env.js),4,mit,https://github.com/wycats/blue-ridge.git,Ruby
46,bootstrap-nitrous,2,1,2,0,[],,1,mit,https://github.com/wycats/bootstrap-nitrous.git,Ruby
47,broccoli-concat,0,1,0,0,[],Concatenate broccoli trees,21,mit,https://github.com/wycats/broccoli-concat.git,JavaScript
48,broccoli-typescript-compiler,0,0,0,0,[],,28,mit,https://github.com/wycats/broccoli-typescript-compiler.git,TypeScript
49,bundler,412,31,412,81,[],,14,,https://github.com/wycats/bundler.git,Ruby
50,cafe,3,1,3,0,[],Brewing up some JavaScript.,1,,https://github.com/wycats/cafe.git,JavaScript
51,cargo,1,1,1,0,[],Cargo Experiments,11,other,https://github.com/wycats/cargo.git,Rust
52,cargo-website,5,18,5,4,[],,11,,https://github.com/wycats/cargo-website.git,CSS
53,chacha,1,0,1,0,[],,1,,https://github.com/wycats/chacha.git,Rust
54,chainable_compare,11,2,11,0,[],,1,,https://github.com/wycats/chainable_compare.git,Ruby
55,codespan,1,0,1,0,[],Utilities for dealing with source code locations and pretty diagnostic formatting,5,apache-2.0,https://github.com/wycats/codespan.git,Rust
56,color-rs,0,1,0,0,[],A library that provides types and conversions for working with various color formats.,6,apache-2.0,https://github.com/wycats/color-rs.git,Rust
57,Command-T,1,0,1,0,[],Mirror of the official Command-T repository at git.wincent.com,10,bsd-2-clause,https://github.com/wycats/Command-T.git,Ruby
58,core-data,3,0,3,7,[],Very experimental data layer,2,mit,https://github.com/wycats/core-data.git,TypeScript
59,core-storage,4,0,4,0,[],,1,,https://github.com/wycats/core-storage.git,TypeScript
60,aports,0,0,0,0,[],Mirror of aports repository,30,,https://github.com/rubinius/aports.git,Shell
61,atom-rubinius-terminal,4,0,4,13,[],A terminal for running Rubinius in Atom,1,mpl-2.0,https://github.com/rubinius/atom-rubinius-terminal.git,CoffeeScript
62,atomy,0,0,0,0,[],"a modular, macro-ular, totally tubular language for the Rubinius VM. #atomo @ freenode",3,apache-2.0,https://github.com/rubinius/atomy.git,Ruby
63,bundler-canary,0,0,0,0,[],A repository to assist troubleshooting Bundler + RubySL issues.,1,mit,https://github.com/rubinius/bundler-canary.git,Ruby
64,chaos,2,0,2,0,[],"Chaos is a multi-threaded, multi-process, highly parallel application exhibiting heavy object allocation, IO, and CPU-bound workloads.",1,mpl-2.0,https://github.com/rubinius/chaos.git,
65,chrb,0,0,0,1,[],A tool to activate a Ruby engine.,1,mpl-2.0,https://github.com/rubinius/chrb.git,Ruby
66,chruby,1,0,1,0,[],Changes the current Ruby,30,mit,https://github.com/rubinius/chruby.git,Shell
67,collateral,5,0,5,0,[],"Rubinius logos, graphics and design",1,,https://github.com/rubinius/collateral.git,
68,daedalus-core,1,2,1,0,[],A build system.,3,bsd-3-clause,https://github.com/rubinius/daedalus-core.git,Ruby
69,docker,3,1,3,4,[],Dockerfiles for Rubinius on various platforms.,1,mpl-2.0,https://github.com/rubinius/docker.git,JavaScript
70,ffi2,1,0,1,0,[],Ruby Foreign Function Interface,2,bsd-3-clause,https://github.com/rubinius/ffi2.git,Ruby
71,ffi2-generators,1,0,1,1,[],,2,bsd-3-clause,https://github.com/rubinius/ffi2-generators.git,Ruby
72,heroku-rbx-puma-rails-app,12,2,12,0,[],How to get an app running on Heroku using Rubinius and Puma,1,,https://github.com/rubinius/heroku-rbx-puma-rails-app.git,Ruby
73,homebrew-apps,3,7,3,4,[],Homebrew formula.,8,,https://github.com/rubinius/homebrew-apps.git,Ruby
74,influxdb-grafana,11,5,11,0,[],Docker container for using InfluxDB + Grafana to consume Rubinius Metrics StatsD output,4,mpl-2.0,https://github.com/rubinius/influxdb-grafana.git,JavaScript
75,license,0,0,0,0,[],Rubinius project licenses.,1,other,https://github.com/rubinius/license.git,
76,literate-ruby,4,8,4,0,[],A literate specification for the Ruby programming language,1,,https://github.com/rubinius/literate-ruby.git,
77,melbourne,8,2,8,1,[],Rubinius Melbourne parser,2,bsd-3-clause,https://github.com/rubinius/melbourne.git,C++
78,mkrb,4,0,4,0,[],A tool to install or build a Ruby engine.,1,mpl-2.0,https://github.com/rubinius/mkrb.git,Shell
79,mspec,0,0,0,0,[],RSpec-syntax compatible framework for RubySpecs,30,mit,https://github.com/rubinius/mspec.git,Ruby
80,oniguruma,9,1,9,0,[],Import of Oniguruma 5.9.2 combined with MRI 1.9 and Rubinius modifications,2,other,https://github.com/rubinius/oniguruma.git,C
81,openssl-canary,0,0,0,0,[],Test whether Rubinius binaries for Travis can load OpenSSL,1,,https://github.com/rubinius/openssl-canary.git,
82,rapa,22,6,22,0,[],Ragel-based implementation of Ruby's Array#pack and String#unpack.,6,mit,https://github.com/rubinius/rapa.git,Ragel
83,roda,0,0,0,0,[],Routing Tree Web Framework Toolkit,30,mit,https://github.com/rubinius/roda.git,Ruby
84,rubinius,2969,591,2969,5,"['virtual-machine', 'rubinius', 'programming-languages']",The Rubinius Language Platform,30,other,https://github.com/rubinius/rubinius.git,C
85,rubinius-actor,25,4,25,0,[],An Actor library that uses the Rubinius core API,7,other,https://github.com/rubinius/rubinius-actor.git,Ruby
86,rubinius-benchmark,0,2,0,1,[],Benchmarking Ruby and Rubinius,6,bsd-3-clause,https://github.com/rubinius/rubinius-benchmark.git,Ruby
87,rubinius-book,14,6,14,2,[],The Rubinius Book,2,other,https://github.com/rubinius/rubinius-book.git,
88,rubinius-bridge,1,1,1,0,[],Classes and methods to run Rubinius tools under MRI,3,bsd-3-clause,https://github.com/rubinius/rubinius-bridge.git,Ruby
89,rubinius-build,0,0,0,0,[],Temporary repository to build Ubuntu 12.04 binaries,1,mpl-2.0,https://github.com/rubinius/rubinius-build.git,
90,amqp,4,0,4,0,[],AMQP client implementation in Ruby/EventMachine,1,,https://github.com/vanpelt/amqp.git,Ruby
91,analytics-ruby,1,1,1,0,[],The hassle-free way to integrate analytics into any Ruby application.,10,,https://github.com/vanpelt/analytics-ruby.git,Ruby
92,api-blueprint,0,1,0,0,[],API Blueprint,10,mit,https://github.com/vanpelt/api-blueprint.git,
93,apollo-client,0,0,0,0,[],":rocket: A fully-featured, production ready caching GraphQL client for every server or UI framework",30,mit,https://github.com/vanpelt/apollo-client.git,TypeScript
94,async-observer,3,1,3,0,[],Rails plugin that provides deep integration with Beanstalk.,0,gpl-3.0,https://github.com/vanpelt/async-observer.git,Ruby
95,blueprint,0,0,0,0,[],A React UI toolkit for the web,20,other,https://github.com/vanpelt/blueprint.git,TypeScript
96,CardMaven,7,4,7,0,[],"An iOS card game app that allows for multiple variants of games, multi-player over bluetooth, and much more... ",1,,https://github.com/vanpelt/CardMaven.git,Objective-C
97,chris-snez,1,1,1,0,[],My better half and I now have our own website...,1,,https://github.com/vanpelt/chris-snez.git,
98,ConcatenateBlobs,0,0,0,0,[],Simply pass array of blobs. This javascript library will concatenate all blobs in single Blob object.,1,,https://github.com/vanpelt/ConcatenateBlobs.git,HTML
99,contacts,2,0,2,0,[],"A universal interface to grab contact list information from various providers including Yahoo, Gmail, Hotmail, and Plaxo.",0,bsd-3-clause,https://github.com/vanpelt/contacts.git,Ruby
100,create-react-app,0,0,0,0,[],Create React apps with no build configuration.,30,mit,https://github.com/vanpelt/create-react-app.git,JavaScript
101,cube,1,1,1,0,[],Cube: A system for time series visualization.,3,other,https://github.com/vanpelt/cube.git,JavaScript
102,deepo,0,0,0,0,[],"A Docker image containing almost all popular deep learning frameworks: theano, tensorflow, sonnet, pytorch, keras, lasagne, mxnet, cntk, chainer, caffe, torch.",1,mit,https://github.com/vanpelt/deepo.git,
103,delayed_job,7,5,7,0,[],Database backed asynchronous priority queue -- Extracted from Shopify ,13,mit,https://github.com/vanpelt/delayed_job.git,Ruby
104,dm-imap-adapter,14,3,14,2,[],"An IMAP adapter for DataMapper.  Supports reading, writing, updating... the whole works.",0,mit,https://github.com/vanpelt/dm-imap-adapter.git,Ruby
105,emotion-detector,2,1,2,9,[],Emotion detector with tfjs,1,,https://github.com/vanpelt/emotion-detector.git,JavaScript
106,evercookie,1,1,1,0,[],"evercookie is a javascript API available that produces extremely persistent cookies in a browser. Its goal is to identify a client even after they've removed standard cookies, Flash cookies (Local Shared Objects or LSOs), and others. ",5,,https://github.com/vanpelt/evercookie.git,JavaScript
107,fancy-zoom,7,2,7,0,[],Zoomy JavaScript based loosely on Fancy Zoom by Cabel Sasser.,3,,https://github.com/vanpelt/fancy-zoom.git,JavaScript
108,Faster-RCNN_CloudML,3,0,3,0,[],Faster-RCNN for Cloud ML,7,,https://github.com/vanpelt/Faster-RCNN_CloudML.git,Python
109,font-facer,1,0,1,12,[],A UI for interpolating fonts,2,,https://github.com/vanpelt/font-facer.git,JavaScript
110,fsdl-text-recognizer,0,0,0,0,[],Repo that generates https://github.com/full-stack-deep-learning/fsdl-text-recognizer-project,6,,https://github.com/vanpelt/fsdl-text-recognizer.git,Jupyter Notebook
111,guestlist,0,1,0,0,[],Engineering guest list for the Nightmix party,14,,https://github.com/vanpelt/guestlist.git,
112,instimage,2,1,2,0,[],A lightweight javascript interface for choosing images from arbitrary urls,0,,https://github.com/vanpelt/instimage.git,JavaScript
113,jekyll,2,0,2,0,[],"Jekyll is a blog-aware, static site generator in Ruby",3,,https://github.com/vanpelt/jekyll.git,Ruby
114,js-data-cloud-datastore,0,0,0,0,[],"Google Cloud Datastore adapter for js-data. Main Site: http://js-data.io, API Reference Docs: http://googlecloudplatform.github.io/js-data-cloud-datastore/",1,apache-2.0,https://github.com/vanpelt/js-data-cloud-datastore.git,JavaScript
115,js-segment-annotator,0,1,0,0,[],Javascript image annotation tool based on image segmentation.,4,bsd-3-clause,https://github.com/vanpelt/js-segment-annotator.git,JavaScript
116,jsawesome,51,4,51,1,[],Awesome JSON,1,mit,https://github.com/vanpelt/jsawesome.git,JavaScript
117,KittiSeg,0,0,0,0,[],A Kitti Road Segmentation model implemented in tensorflow.,4,mit,https://github.com/vanpelt/KittiSeg.git,Python
118,lyndon,1,1,1,0,[],Lyndon wraps JavaScript in a loving MacRuby embrace.,1,mit,https://github.com/vanpelt/lyndon.git,Ruby
119,mali,0,0,0,0,[],A minimalistic gRPC microservice framework for Node.js,1,apache-2.0,https://github.com/vanpelt/mali.git,JavaScript
120,ace,16,6,16,0,[],Ajax.org Cloud9 Editor,30,other,https://github.com/defunkt/ace.git,JavaScript
121,acts_as_textiled,114,33,114,4,[],Makes your models act as textiled.,1,mit,https://github.com/defunkt/acts_as_textiled.git,Ruby
122,ambition,155,19,155,1,[],include Enumerable — Unmaintained,3,mit,https://github.com/defunkt/ambition.git,Ruby
123,ambitious_activeldap,7,4,7,0,[],Ambition adapter for ActiveLdap,2,mit,https://github.com/defunkt/ambitious_activeldap.git,Ruby
124,ambitious_activerecord,13,3,13,1,[],"Unmaintained Ambitious ActiveRecord adapter, for Ambition.",1,mit,https://github.com/defunkt/ambitious_activerecord.git,Ruby
125,barefootexamples,6,4,6,0,[],,1,,https://github.com/defunkt/barefootexamples.git,Ruby
126,body_matcher,9,2,9,0,[],Simplify your view testing. Forget assert_select.,1,mit,https://github.com/defunkt/body_matcher.git,Ruby
127,burn,6,3,6,0,[],Sinatra => Campfire,1,,https://github.com/defunkt/burn.git,
128,cache_fu,252,73,252,6,[],Ghost from Christmas past. Unmaintained.,4,mit,https://github.com/defunkt/cache_fu.git,Ruby
129,cheat,240,41,240,3,[],Cheating is fun!,12,mit,https://github.com/defunkt/cheat.git,Ruby
130,cheat.el,14,4,14,0,[],Cheat Emacs mode,2,,https://github.com/defunkt/cheat.el.git,Emacs Lisp
131,choice,174,21,174,1,[],Choice is a gem for defining and parsing command line options with a friendly DSL.,5,mit,https://github.com/defunkt/choice.git,Ruby
132,cijoe,1051,133,1051,19,[],CI Joe is a fun Continuous Integration server. Unmaintained.,27,mit,https://github.com/defunkt/cijoe.git,Ruby
133,coffee-mode,574,158,574,15,[],Emacs Major Mode for CoffeeScript,30,,https://github.com/defunkt/coffee-mode.git,Emacs Lisp
134,colored,264,43,264,7,[],Colors in your terminal. Unmaintained.,2,mit,https://github.com/defunkt/colored.git,Ruby
135,currency_converter,8,4,8,0,[],,1,,https://github.com/defunkt/currency_converter.git,Objective-C
136,d3,4,1,4,0,[],A JavaScript visualization library for HTML and SVG.,30,other,https://github.com/defunkt/d3.git,JavaScript
137,defunkt.github.com,74,55,74,4,[],My GitHub Page,2,,https://github.com/defunkt/defunkt.github.com.git,
138,djangode,9,3,9,0,[],Utilities functions for node.js that borrow some useful concepts from Django,4,bsd-2-clause,https://github.com/defunkt/djangode.git,JavaScript
139,dodgeball.github.com,10,6,10,0,[],yes,1,,https://github.com/defunkt/dodgeball.github.com.git,Ruby
140,dotenv,10,3,10,0,[],Loads environment variables from `.env`. ,1,mit,https://github.com/defunkt/dotenv.git,Ruby
141,dotjs,3179,371,3179,25,[],~/.js,27,mit,https://github.com/defunkt/dotjs.git,Ruby
142,electron-wordwrap,5,4,5,0,[],,1,,https://github.com/defunkt/electron-wordwrap.git,
143,emacs,186,45,186,0,[],My Emacs config,4,,https://github.com/defunkt/emacs.git,Emacs Lisp
144,email_reply_parser,7,5,7,0,[],,2,mit,https://github.com/defunkt/email_reply_parser.git,Ruby
145,evilbot,48,15,48,0,[],an evil bot that's definitely not for convore,3,mit,https://github.com/defunkt/evilbot.git,CoffeeScript
146,exception_logger,234,88,234,2,[],Unmaintained. Sorry.,3,,https://github.com/defunkt/exception_logger.git,Ruby
147,facebox,1956,416,1956,28,[],"Facebook-style lightbox, built in jQuery",17,mit,https://github.com/defunkt/facebox.git,JavaScript
148,faceup,10,6,10,1,[],More than just mustaches.,3,mit,https://github.com/defunkt/faceup.git,JavaScript
149,fixture_scenarios_builder,14,5,14,0,[],Build your fixtures in Ruby.,4,mit,https://github.com/defunkt/fixture_scenarios_builder.git,Ruby
150,-Covid-Vaccine-Scheduling-Tips,0,0,0,0,[],Some tips on finding a Covid Vaccine Appointment,0,,https://github.com/technoweenie/-Covid-Vaccine-Scheduling-Tips.git,
151,15,3,2,3,0,[],,1,,https://github.com/technoweenie/15.git,
152,activesupport_notifications_backport,10,2,10,0,[],,1,mit,https://github.com/technoweenie/activesupport_notifications_backport.git,Ruby
153,active_record_context,4,4,4,0,[],simple identity map for active record.  eager loading associations FTL,0,,https://github.com/technoweenie/active_record_context.git,Ruby
154,acts_as_versioned,410,162,410,17,[],ActiveRecord plugin for versioning your models.,12,mit,https://github.com/technoweenie/acts_as_versioned.git,Ruby
155,app_bootstrap,29,5,29,0,[],app:bootstrap rake task providing a command line menu to setup a rails app.  ,2,,https://github.com/technoweenie/app_bootstrap.git,Ruby
156,apub,2,0,2,0,[],experimental golang package for parsing ActivityPub objects ,1,,https://github.com/technoweenie/apub.git,Go
157,assert,2,1,2,0,[],Asserts to Go testing,6,,https://github.com/technoweenie/assert.git,Go
158,astrotrain,28,9,28,0,[],email => http_post,5,mit,https://github.com/technoweenie/astrotrain.git,Ruby
159,attachment_fu,1021,312,1021,36,[],"Treat an ActiveRecord model as a file attachment, storing its patch, size, content type, etc.",22,mit,https://github.com/technoweenie/attachment_fu.git,Ruby
160,beautiful-docs,7,2,7,0,[],"Pointers to useful, well-written, and otherwise beautiful documentation.",5,,https://github.com/technoweenie/beautiful-docs.git,
161,blog,1,1,1,0,[],Some notes on things I find interesting and important.,1,,https://github.com/technoweenie/blog.git,HTML
162,brew,1,0,1,0,[],:beer: The missing package manager for OS X,30,other,https://github.com/technoweenie/brew.git,Ruby
163,call-for-proposals,3,3,3,0,[],Want to make a talk proposal for EuRuKo 2012? This is the place to be!,2,,https://github.com/technoweenie/call-for-proposals.git,
164,camo.go,4,1,4,0,[],,1,,https://github.com/technoweenie/camo.go.git,Go
165,can_search,95,7,95,1,[],"Build common named scopes automatically, and provide a simple way to merge them with a single #search call.",3,mit,https://github.com/technoweenie/can_search.git,Ruby
166,celluloid,2,1,2,0,[],Concurrent objects for Ruby,4,mit,https://github.com/technoweenie/celluloid.git,Ruby
167,chat_gram,19,10,19,1,[],Barebones Instagram realtime endpoint for posting images to a chat service (Campfire).,3,mit,https://github.com/technoweenie/chat_gram.git,Ruby
168,coffee-resque,546,46,546,5,[],,7,mit,https://github.com/technoweenie/coffee-resque.git,CoffeeScript
169,coffee-sprites,6,3,6,0,[],simple html 5 animation/sprites system heavily inspired by http://gamesinhtml5.blogspot.com/2010/07/game-in-progress-sprites-and-animation.html,1,,https://github.com/technoweenie/coffee-sprites.git,JavaScript
170,context_on_crack,11,4,11,0,[],experimental macros for testing rails controllers.  port of rspec_on_rails_on_crack,3,,https://github.com/technoweenie/context_on_crack.git,
171,cronwtf,93,14,93,1,[],silly cron => english translator,3,mit,https://github.com/technoweenie/cronwtf.git,JavaScript
172,dangerroom,7,1,7,0,[],,1,,https://github.com/technoweenie/dangerroom.git,Go
173,dealer.js,21,7,21,0,[],,1,mit,https://github.com/technoweenie/dealer.js.git,JavaScript
174,dummy-repo,1,1,1,5,[],,1,,https://github.com/technoweenie/dummy-repo.git,
175,duplikate,24,3,24,0,[],Syncs one directory to another (example: a git project to an svn repo),2,,https://github.com/technoweenie/duplikate.git,Ruby
176,elixir-lang.github.com,2,2,2,0,[],Website for Elixir,2,,https://github.com/technoweenie/elixir-lang.github.com.git,JavaScript
177,elixir-rubyports,4,2,4,0,[],,1,,https://github.com/technoweenie/elixir-rubyports.git,Elixir
178,emoji-css-builder,29,4,29,0,[],Quick Ruby rake task for generating CSS and tiled image for displaying emoji in browsers.,1,mit,https://github.com/technoweenie/emoji-css-builder.git,Ruby
179,etcd,1,0,1,0,[],A highly-available key value store for shared configuration and service discovery,30,apache-2.0,https://github.com/technoweenie/etcd.git,Go
180,airstream,2,0,2,5,"['color', 'color-picker', 'figma', 'figma-plugins']",Color tools plugin for Figma,2,,https://github.com/caged/airstream.git,JavaScript
181,aixmlserialize,11,3,11,0,[],Aims to convert to and from NSXMLDocuments and NSDictionarys on the iPhone (using KissXML) and OS X.,0,,https://github.com/caged/aixmlserialize.git,Objective-C
182,asset,3,1,3,0,[],little asset manager for lazy people. written with node ,5,,https://github.com/caged/asset.git,JavaScript
183,attractor,1,0,1,0,[],,1,,https://github.com/caged/attractor.git,JavaScript
184,bash-test,1,0,1,0,[],,1,,https://github.com/caged/bash-test.git,Shell
185,basketball-stats,1,0,1,0,[],,1,,https://github.com/caged/basketball-stats.git,Jupyter Notebook
186,bbref-graphs,2,2,2,1,[],Chrome extension to convert tables of statistics to charts on http://basketball-reference.com,0,other,https://github.com/caged/bbref-graphs.git,JavaScript
187,budget,1,0,1,0,[],"A look at Portland, Oregon's city budget over the years",1,,https://github.com/caged/budget.git,JavaScript
188,canvas-examples,1,0,1,0,[],just a scratchpad for canvas experiments,1,,https://github.com/caged/canvas-examples.git,JavaScript
189,canvas-sketch,0,0,0,0,[],[beta] A framework for making generative artwork in JavaScript and the browser.,2,mit,https://github.com/caged/canvas-sketch.git,JavaScript
190,cartile,1,0,1,0,[],,1,,https://github.com/caged/cartile.git,JavaScript
191,census-tools,1,1,1,0,[],Tools for working with NHGIS (https://www.nhgis.org) census data.,0,,https://github.com/caged/census-tools.git,Shell
192,cfb-recruiting,1,0,1,0,[],,1,mit,https://github.com/caged/cfb-recruiting.git,Ruby
193,choochoo,0,0,0,0,[],,1,,https://github.com/caged/choochoo.git,HTML
194,choropleth,1,0,1,0,[],Quickly create choropleth map images from topojson data,0,,https://github.com/caged/choropleth.git,JavaScript
195,city-gen,0,0,0,0,[],,1,,https://github.com/caged/city-gen.git,Shell
196,citylist,1,0,1,0,[],,1,,https://github.com/caged/citylist.git,Python
197,civil-rights,1,0,1,0,[],A look into education-based civil rights data for public schools released by the US Department of Education U.S. Department of Education.,1,,https://github.com/caged/civil-rights.git,Makefile
198,cocos2d-game,16,2,16,0,[],Xcode Template for cocos2d-based iPhone games.  Includes cocos2d 0.6.3 & the Chipmunk physics engine.,0,,https://github.com/caged/cocos2d-game.git,Objective-C
199,color-wander,1,0,1,0,[],:art: Generative artwork in node/browser based on a seeded random,3,mit,https://github.com/caged/color-wander.git,JavaScript
200,compass,2,0,2,0,[],Compass is a Stylesheet Authoring Environment that makes your website design simpler to implement and easier to maintain.,30,other,https://github.com/caged/compass.git,Ruby
201,concurrent-nsoperation,7,1,7,0,[],Concurrent NSOperation Sample,2,,https://github.com/caged/concurrent-nsoperation.git,Objective-C
202,construction,1,0,1,0,[],,1,,https://github.com/caged/construction.git,Makefile
203,council-report,4,4,4,0,[],Fetch and parse Portland City Council data,3,,https://github.com/caged/council-report.git,Ruby
204,county-stat,3,0,3,0,[],Experiment for exploring aggregate census data.  Counties-only for now.,0,,https://github.com/caged/county-stat.git,JavaScript
205,csv2psql,1,2,1,0,[],Converts a CSV file into a PostgreSQL table,0,,https://github.com/caged/csv2psql.git,Python
206,cubism,3,0,3,0,[],Cubism.js: A JavaScript library for time series visualization.,1,other,https://github.com/caged/cubism.git,JavaScript
207,d3,3,0,3,0,[],A JavaScript visualization library for HTML and SVG.,30,other,https://github.com/caged/d3.git,JavaScript
208,d3-grid,1,0,1,0,[],D3 grid layout,1,bsd-3-clause,https://github.com/caged/d3-grid.git,
209,d3-plugins,3,1,3,0,[],A repository for sharing D3.js plugins.,10,other,https://github.com/caged/d3-plugins.git,JavaScript
210,ansible,1,0,1,0,[],"Michael's copy of Ansible.  Model-driven configuration management, multi-node deployment, and remote task execution system.   Fork github.com/ansible/ansible instead!",30,gpl-3.0,https://github.com/anotherjesse/ansible.git,Python
211,ansible-playbook-gitlab,1,1,1,0,[],Playbook for installing GitLab 5.1 on Debian unstable,1,,https://github.com/anotherjesse/ansible-playbook-gitlab.git,
212,ansible.github.com,0,1,0,0,[],ansible.github.com web site,21,,https://github.com/anotherjesse/ansible.github.com.git,JavaScript
213,barb,1,0,1,0,[],,0,,https://github.com/anotherjesse/barb.git,JavaScript
214,bb-site,5,4,5,0,[],Book Burro website (couchdb+sinatra),1,,https://github.com/anotherjesse/bb-site.git,Ruby
